Image,ESPCN PSNR,BICUBIC PSNR,Upscale
baboon.png,23.81777000427246,23.330551147460938,2
barbara.png,26.80152702331543,26.612125396728516,2
bridge.png,27.053199768066406,26.488441467285156,2
coastguard.png,28.56534194946289,27.805892944335938,2
comic.png,27.229822158813477,25.224340438842773,2
face.png,33.23492431640625,33.55706787109375,2
flowers.png,30.960063934326172,29.09679412841797,2
foreman.png,32.190372467041016,31.279409408569336,2
lenna.png,34.16401672363281,33.39650344848633,2
man.png,28.90232276916504,27.94000816345215,2
monarch.png,35.232818603515625,31.641874313354492,2
pepper.png,32.91720962524414,31.680233001708984,2
ppt3.png,29.866933822631836,26.400318145751953,2
zebra.png,30.349761962890625,29.902631759643555,2
