epoch,train_loss,Upscale
0,0.016699306666851044,8
1,0.010478910058736801,8
2,0.009870454668998718,8
3,0.009695364162325859,8
4,0.009612908586859703,8
5,0.009554765187203884,8
6,0.00951942428946495,8
7,0.009461027570068836,8
8,0.009429164230823517,8
9,0.009388884529471397,8
10,0.009373243898153305,8
11,0.009350552223622799,8
12,0.009337936528027058,8
13,0.009325032122433186,8
14,0.00931746419519186,8
15,0.009303032420575619,8
16,0.009297448210418224,8
17,0.009297788143157959,8
18,0.00929768942296505,8
19,0.009295132011175156,8
20,0.009297020733356476,8
21,0.009294722229242325,8
22,0.009290103800594807,8
23,0.009287385269999504,8
24,0.009286046959459782,8
25,0.009287609718739986,8
26,0.009283955208957195,8
27,0.009284256026148796,8
28,0.009282137267291546,8
29,0.009283337742090225,8
30,0.009275396354496479,8
31,0.009275839664041996,8
32,0.009273712523281574,8
33,0.0092716533690691,8
34,0.009269640780985355,8
35,0.00927000679075718,8
36,0.009268018417060375,8
37,0.009261523373425007,8
38,0.009261391125619411,8
39,0.0092613585293293,8
40,0.009255781769752502,8
41,0.009251583367586136,8
42,0.009249808266758919,8
43,0.00924790557473898,8
44,0.009243382140994072,8
45,0.009239639155566692,8
46,0.009234169498085976,8
47,0.009228226728737354,8
48,0.009227012284100056,8
49,0.00922226533293724,8
50,0.009218238294124603,8
51,0.009214045479893684,8
52,0.009209360927343369,8
53,0.009205153211951256,8
54,0.009204995818436146,8
55,0.009202534332871437,8
56,0.009196036495268345,8
57,0.009193804115056992,8
58,0.009191356599330902,8
59,0.009190774522721767,8
60,0.009182962588965893,8
61,0.009182882495224476,8
62,0.009183209389448166,8
63,0.009181367233395576,8
64,0.00917856302112341,8
65,0.009179522283375263,8
66,0.009172624908387661,8
67,0.00917329266667366,8
68,0.009170145727694035,8
69,0.009166717529296875,8
70,0.009169243276119232,8
71,0.009165249764919281,8
72,0.00916316732764244,8
73,0.00916239619255066,8
74,0.009158735163509846,8
75,0.009156810119748116,8
76,0.009156913496553898,8
77,0.009153231978416443,8
78,0.009151995182037354,8
79,0.009152735583484173,8
80,0.009149665012955666,8
81,0.009148846380412579,8
82,0.009149155579507351,8
83,0.009146366268396378,8
84,0.009148737415671349,8
85,0.009145987220108509,8
86,0.009145641699433327,8
87,0.009151407517492771,8
88,0.00914838258177042,8
89,0.009147241711616516,8
90,0.00914737954735756,8
91,0.00914892926812172,8
92,0.009147333912551403,8
93,0.009144975803792477,8
94,0.00914580374956131,8
95,0.009145227260887623,8
96,0.00914756115525961,8
97,0.009147802367806435,8
98,0.009147696197032928,8
99,0.009145773015916348,8
