Image,ESPCN PSNR,BICUBIC PSNR,Upscale
baboon.png,20.515247344970703,20.452953338623047,6
barbara.png,22.991884231567383,22.626590728759766,6
bridge.png,22.459619522094727,22.14340591430664,6
coastguard.png,22.9676513671875,22.865047454833984,6
comic.png,19.656024932861328,19.231796264648438,6
face.png,28.924577713012695,28.804224014282227,6
flowers.png,23.280717849731445,22.62169075012207,6
foreman.png,24.832868576049805,23.568706512451172,6
lenna.png,27.43067741394043,26.689531326293945,6
man.png,23.70536994934082,23.256723403930664,6
monarch.png,24.832042694091797,23.737651824951172,6
pepper.png,27.04290008544922,26.1557559967041,6
ppt3.png,20.648235321044922,19.28290367126465,6
zebra.png,21.19908332824707,20.200580596923828,6
