epoch,train_loss,Upscale
0,0.013280235230922699,5
1,0.00826510600745678,5
2,0.007603163365274668,5
3,0.007356846239417791,5
4,0.007250775117427111,5
5,0.007194803562015295,5
6,0.007151305675506592,5
7,0.007118602283298969,5
8,0.0070901308208703995,5
9,0.007067420519888401,5
10,0.0070410012267529964,5
11,0.007021191995590925,5
12,0.007001188583672047,5
13,0.0069916932843625546,5
14,0.0069776601158082485,5
15,0.0069599272683262825,5
16,0.0069586667232215405,5
17,0.006956920959055424,5
18,0.006956382654607296,5
19,0.006952784024178982,5
20,0.006957091391086578,5
21,0.006952332332730293,5
22,0.006948657799512148,5
23,0.006945807486772537,5
24,0.006943861488252878,5
25,0.006943616084754467,5
26,0.006938992068171501,5
27,0.006937177386134863,5
28,0.006934281904250383,5
29,0.0069315433502197266,5
30,0.006927013397216797,5
31,0.006922452244907618,5
32,0.006920048035681248,5
33,0.0069155325181782246,5
34,0.006909769028425217,5
35,0.006906420458108187,5
36,0.006900021340698004,5
37,0.00689371582120657,5
38,0.006888839416205883,5
39,0.006883404217660427,5
40,0.006876109167933464,5
41,0.006872919388115406,5
42,0.006864484865218401,5
43,0.006860754918307066,5
44,0.006854280363768339,5
45,0.006850027944892645,5
46,0.0068433829583227634,5
47,0.0068423631601035595,5
48,0.006838628090918064,5
49,0.006832207553088665,5
50,0.006827597506344318,5
51,0.00682377815246582,5
52,0.006820735055953264,5
53,0.00681832293048501,5
54,0.006813650950789452,5
55,0.006810407154262066,5
56,0.006807822268456221,5
57,0.006802654825150967,5
58,0.006804546806961298,5
59,0.006796489004045725,5
60,0.006793246138840914,5
61,0.006791971158236265,5
62,0.00679002795368433,5
63,0.006785215809941292,5
64,0.0067845843732357025,5
65,0.006780675612390041,5
66,0.006777891423553228,5
67,0.0067769684828817844,5
68,0.006775455549359322,5
69,0.006771426647901535,5
70,0.006770226173102856,5
71,0.0067680696956813335,5
72,0.006766823120415211,5
73,0.006767407990992069,5
74,0.00676496047526598,5
75,0.006761019118130207,5
76,0.006760419812053442,5
77,0.006759238429367542,5
78,0.006757338531315327,5
79,0.006755443289875984,5
80,0.006753881461918354,5
81,0.006752454675734043,5
82,0.006755237467586994,5
83,0.0067546856589615345,5
84,0.006753230933099985,5
85,0.006753104273229837,5
86,0.00675511360168457,5
87,0.0067513687536120415,5
88,0.006753990892320871,5
89,0.006754739675670862,5
90,0.006750250235199928,5
91,0.006751565262675285,5
92,0.00675481092184782,5
93,0.0067518907599151134,5
94,0.00675148144364357,5
95,0.006753677502274513,5
96,0.006752133369445801,5
97,0.0067520360462367535,5
98,0.006752045825123787,5
99,0.00675010122358799,5
