Image,ESPCN PSNR,BICUBIC PSNR,Upscale
baboon.png,20.758886337280273,20.701824188232422,7
barbara.png,23.238143920898438,22.87366485595703,7
bridge.png,21.907535552978516,21.611492156982422,7
coastguard.png,22.821735382080078,22.65010643005371,7
comic.png,19.090253829956055,18.662097930908203,7
face.png,28.862194061279297,28.732500076293945,7
flowers.png,22.487337112426758,21.87224578857422,7
foreman.png,24.143659591674805,22.85630226135254,7
lenna.png,26.584686279296875,25.887493133544922,7
man.png,23.056865692138672,22.646442413330078,7
monarch.png,23.730432510375977,22.849720001220703,7
pepper.png,26.255874633789062,25.35521697998047,7
ppt3.png,19.691852569580078,18.66020393371582,7
zebra.png,20.16341209411621,19.301698684692383,7
