epoch,train_loss,Upscale
0,0.009529417380690575,3
1,0.006245247554033995,3
2,0.0051248031668365,3
3,0.00519892293959856,3
4,0.004935380071401596,3
5,0.005004553589969873,3
6,0.004840077832341194,3
7,0.004850273486226797,3
8,0.004816972650587559,3
9,0.004815519787371159,3
10,0.004773170221596956,3
11,0.004712443798780441,3
12,0.0047424593940377235,3
13,0.004725324921309948,3
14,0.004626167006790638,3
15,0.004595865495502949,3
16,0.0045919716358184814,3
17,0.004592122510075569,3
18,0.004591715056449175,3
19,0.004587809555232525,3
20,0.004585739690810442,3
21,0.0045843361876904964,3
22,0.0045832120813429356,3
23,0.004578817635774612,3
24,0.004577668849378824,3
25,0.004574153572320938,3
26,0.004572667647153139,3
27,0.004569948650896549,3
28,0.004565835930407047,3
29,0.004563016351312399,3
30,0.0045615024864673615,3
31,0.004557602107524872,3
32,0.004556687548756599,3
33,0.004555311053991318,3
34,0.004553583450615406,3
35,0.004549563862383366,3
36,0.004548320081084967,3
37,0.004544967319816351,3
38,0.004544614814221859,3
39,0.004540496040135622,3
40,0.00453910930082202,3
41,0.004538426641374826,3
42,0.004536147229373455,3
43,0.004534194245934486,3
44,0.004531215410679579,3
45,0.004530288279056549,3
46,0.004529571160674095,3
47,0.004527357406914234,3
48,0.004525801166892052,3
49,0.004527267534285784,3
50,0.004522968083620071,3
51,0.004522380884736776,3
52,0.0045217652805149555,3
53,0.004520922899246216,3
54,0.004517727065831423,3
55,0.004517869558185339,3
56,0.004519377835094929,3
57,0.00451653404161334,3
58,0.004514188040047884,3
59,0.0045176222920417786,3
60,0.004514587111771107,3
61,0.004514077212661505,3
62,0.004513076972216368,3
63,0.004511271603405476,3
64,0.004512549843639135,3
65,0.004509833175688982,3
66,0.004511735867708921,3
67,0.0045084175653755665,3
68,0.004508911166340113,3
69,0.004508025944232941,3
70,0.0045065185986459255,3
71,0.004506839904934168,3
72,0.004505637567490339,3
73,0.004503869917243719,3
74,0.0045058103278279305,3
75,0.0045034331269562244,3
76,0.004503854550421238,3
77,0.004504336975514889,3
78,0.004503051750361919,3
79,0.004501177929341793,3
80,0.00449692877009511,3
81,0.004497688263654709,3
82,0.004495946690440178,3
83,0.004496446810662746,3
84,0.004495592787861824,3
85,0.004496028181165457,3
86,0.0044954861514270306,3
87,0.004496075678616762,3
88,0.004494825378060341,3
89,0.00449629221111536,3
90,0.004498033784329891,3
91,0.004496847279369831,3
92,0.004495425149798393,3
93,0.004495605360716581,3
94,0.004494444001466036,3
95,0.004497365560382605,3
96,0.0044945585541427135,3
97,0.004493235144764185,3
98,0.004494053777307272,3
99,0.004495025612413883,3
