Image,ESPCN PSNR,BICUBIC PSNR,Upscale
baboon.png,22.266883850097656,22.04708480834961,3
barbara.png,25.11876678466797,24.876413345336914,3
bridge.png,25.595203399658203,25.113842010498047,3
coastguard.png,25.7248477935791,25.25102996826172,3
comic.png,23.78691864013672,22.562753677368164,3
face.png,31.515060424804688,31.584182739257812,3
flowers.png,28.066207885742188,26.604442596435547,3
foreman.png,29.819490432739258,28.215238571166992,3
lenna.png,32.409053802490234,31.138858795166016,3
man.png,27.63119125366211,26.69287872314453,3
monarch.png,31.40668487548828,28.414249420166016,3
pepper.png,31.376474380493164,29.902454376220703,3
ppt3.png,26.006999969482422,23.242488861083984,3
zebra.png,27.37887954711914,25.891027450561523,3
