epoch,train_loss,Upscale
0,0.01481599360704422,6
1,0.009089116007089615,6
2,0.008378728292882442,6
3,0.008181493729352951,6
4,0.008093984797596931,6
5,0.008048134855926037,6
6,0.008001677691936493,6
7,0.007961036637425423,6
8,0.007926433347165585,6
9,0.007901686243712902,6
10,0.007877299562096596,6
11,0.00786910392343998,6
12,0.007850384339690208,6
13,0.007843476720154285,6
14,0.007828770205378532,6
15,0.007814792916178703,6
16,0.00781361572444439,6
17,0.007813133299350739,6
18,0.007810051087290049,6
19,0.007810116745531559,6
20,0.007810366339981556,6
21,0.007806648500263691,6
22,0.007807310204952955,6
23,0.0078059895895421505,6
24,0.007804569788277149,6
25,0.00780206685885787,6
26,0.007801420986652374,6
27,0.007798199541866779,6
28,0.0077959210611879826,6
29,0.007792663760483265,6
30,0.007791195064783096,6
31,0.007790071424096823,6
32,0.007786573842167854,6
33,0.007785358466207981,6
34,0.007782454136759043,6
35,0.0077813961543142796,6
36,0.0077790552750229836,6
37,0.007773406337946653,6
38,0.007772526238113642,6
39,0.007771785836666822,6
40,0.007767508737742901,6
41,0.007766902446746826,6
42,0.0077632758766412735,6
43,0.007759917061775923,6
44,0.007756277918815613,6
45,0.007754840888082981,6
46,0.007748727686703205,6
47,0.00774533674120903,6
48,0.007740070577710867,6
49,0.007736905012279749,6
50,0.007731245364993811,6
51,0.007727829273790121,6
52,0.007724377326667309,6
53,0.007720509544014931,6
54,0.007718289270997047,6
55,0.007715039886534214,6
56,0.007710801903158426,6
57,0.007710168603807688,6
58,0.007705899886786938,6
59,0.007703622803092003,6
60,0.00769913662225008,6
61,0.007695652078837156,6
62,0.0076943011954426765,6
63,0.007691647857427597,6
64,0.007690261118113995,6
65,0.00768489483743906,6
66,0.007683534175157547,6
67,0.0076827374286949635,6
68,0.007680048700422049,6
69,0.007681530900299549,6
70,0.007675206754356623,6
71,0.0076736570335924625,6
72,0.007673261687159538,6
73,0.007670237682759762,6
74,0.007668006233870983,6
75,0.007665021810680628,6
76,0.007662272546440363,6
77,0.007664661388844252,6
78,0.0076588052324950695,6
79,0.0076586841605603695,6
80,0.007658188231289387,6
81,0.007655277382582426,6
82,0.0076557244174182415,6
83,0.007658323273062706,6
84,0.007654734421521425,6
85,0.007655995432287455,6
86,0.0076555609703063965,6
87,0.007657949347048998,6
88,0.007654931396245956,6
89,0.007658068556338549,6
90,0.007655939552932978,6
91,0.007656655739992857,6
92,0.007653634063899517,6
93,0.007653113920241594,6
94,0.007656435947865248,6
95,0.0076540084555745125,6
96,0.007654006127268076,6
97,0.007653062231838703,6
98,0.007652445696294308,6
99,0.007651381194591522,6
