Image,ESPCN PSNR,BICUBIC PSNR,Upscale
baboon.png,20.537891387939453,20.472566604614258,5
barbara.png,23.48687744140625,23.168785095214844,5
bridge.png,23.272018432617188,22.838945388793945,5
coastguard.png,23.941133499145508,23.76786231994629,5
comic.png,20.197357177734375,19.702688217163086,5
face.png,30.316431045532227,30.167797088623047,5
flowers.png,23.992813110351562,23.264888763427734,5
foreman.png,25.97066879272461,24.683086395263672,5
lenna.png,28.650569915771484,27.732818603515625,5
man.png,24.635787963867188,24.038373947143555,5
monarch.png,26.401935577392578,24.99678611755371,5
pepper.png,28.227378845214844,27.147367477416992,5
ppt3.png,21.844614028930664,20.133281707763672,5
zebra.png,22.803955078125,21.542938232421875,5
